Title,Trim,Location,Distance,MSRP,Price,Monthly Payment,VIN,Stock Number,Dealer,Dealer Phone,Dealer Address,Dealer Website,Listing URL
2024 Hyundai Elantra,SEL FWD,"Scranton, PA",100 mi away,"$27,055","$27,055",$511/mo est.,KMHLS4DG1RU761868,X749,Dickson City Hyundai,(570) 774-5161,"1519 Scranton Carbondale Hwy, Scranton, PA 18508",https://www.dicksoncityhyundai.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/383222226?resultSetId=18c3df14-89a6-4578-bdbe-58dc4cd0f7f8&searchUuid=68d2cab6-7260-4f31-9ee6-7fbff1ea2681&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=8&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpA4AHPbMdXUAbCQoAOZwBBwArp0V6A1VpMxQYABGDQC0AOzMDVjjOBD2GOMAnAwME5MQIxAQGN4zVYTNLWDoDKoAUuYAGpcIpABiAEIAFgBazACqSADyAFb6ADuABlZJcgR54qRSsokPoGgBZf6XFb5PJAA
2024 Hyundai Elantra,SEL FWD,"Scranton, PA",100 mi away,"$27,055","$27,055",$511/mo est.,KMHLS4DG6RU762580,X742,Dickson City Hyundai,(570) 774-5161,"1519 Scranton Carbondale Hwy, Scranton, PA 18508",https://www.dicksoncityhyundai.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/383222236?resultSetId=18c3df14-89a6-4578-bdbe-58dc4cd0f7f8&searchUuid=68d2cab6-7260-4f31-9ee6-7fbff1ea2681&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=9&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpA4AHPbMdcz2AGwkKADmcAQcAK5dFeiNVaTMUGAARo0AtADszI1YEzgQ9hgTAJwMDJNTEKMQEBjes1WELa1g6AyqAFLmABpXCKQAYgBCABYAWswAqkgA8gArfQAdwAMrIrsCPPFSKVlEh9I0ALIAq6rfJ5IA
2025 Nissan Kicks,SR AWD,"Avenel, NJ",24 mi away,"$31,480","$27,061",$507/mo est.,3N8AP6DD6SL440783,SL440783,Sansone Auto Group,(848) 346-2382,"100 US Highway 1 N, Avenel, NJ 07001",https://www.sansoneauto.com/new------3N8AP6DD6SL440783,https://www.cargurus.com/details/423857576?resultSetId=18c3df14-89a6-4578-bdbe-58dc4cd0f7f8&searchUuid=68d2cab6-7260-4f31-9ee6-7fbff1ea2681&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=10&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zPYAHHgA7I0AbCQoAOZwBBwArj0V6M21pMxQYABGzQC0DczNWFM4EPYYUwCcDAzTDRDjEBAY3nO1hG3tYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfTNACygOua3yeSAA
2025 Chevrolet Equinox,LT AWD,"Fitchburg, MA",164 mi away,"$32,490","$27,105",$508/mo est.,3GNAXPEG6SL195372,W25197,Colonial West Chevrolet,(978) 615-4820,"314 John Fitch Hwy, Fitchburg, MA 01420",https://www.colonial-west.com?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/401313309?resultSetId=18c3df14-89a6-4578-bdbe-58dc4cd0f7f8&searchUuid=68d2cab6-7260-4f31-9ee6-7fbff1ea2681&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=12&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4WBj2tfZYAJwkKADmcAQcAK5dFegAbAAcpMxQYABG-QC0AOzM-VhTOBB1U40MDNMzEOMQEBje84OELa1g6AyqAFLmABpXCKQAYgBCABYAWswAqkgA8gArfQAdwAMrIrsCPPFSKVlEh9P0ALIAq6NfJ5IA
2025 Ford Maverick,XL SuperCrew FWD,"Baltimore, MD",173 mi away,"$29,840","$27,106",$508/mo est.,3FTTW8A38SRB11644,F5284,Norris Ford,(833) 722-6564,"901 Merritt Blvd, Baltimore, MD 21222",https://www.norrisford.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/437255967?resultSetId=18c3df14-89a6-4578-bdbe-58dc4cd0f7f8&searchUuid=68d2cab6-7260-4f31-9ee6-7fbff1ea2681&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=13&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gDsAXgAnABsNSQoAOZwBBwArj0V6E0AHKTMUGAARk0AtHVNWNM4EPYY0w0MDDM1EBMQEBjezMOEbe1g6AyqAFLmABpXCKQAYgBCABYAWswAqkgA8gArfQAdwAMrIrsCPPFSKVlEh9E0ALIAq4NfJ5IA
2025 Subaru Impreza,Sport AWD,"Doylestown, PA",72 mi away,"$28,752","$27,131",$509/mo est.,JF1GUAFC5S8336327,S50788,Fred Beans Subaru,(231) 758-8974,"854 North Easton Road, Doylestown, PA 18902",http://www.fredbeanssubaru.com/new-inventory/index.htm?redirectFromMissingVDP=true&search=JF1GUAFC5S8336327&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/430457029?resultSetId=18c3df14-89a6-4578-bdbe-58dc4cd0f7f8&searchUuid=68d2cab6-7260-4f31-9ee6-7fbff1ea2681&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=14&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49rh4AOz+AJwkKADmcAQcAK5dFegAbAAcpMxQYABG-QC0dcz9WFM4EPYYU40MDNN1EOMQEBjec4OELa1g6AyqAFLmABpXCKQAYgBCABYAWswAqkgA8gArfQAdwAMrIrsCPPFSKVlEh9P0ALIAq6NfJ5IA
2025 Nissan Sentra,SR FWD,"Toms River, NJ",61 mi away,"$28,825","$27,139",$509/mo est.,3N1AB8DV9SY399568,SY399568,Pine Belt Nissan of Toms River,(732) 554-3037,"229 Route 37 E, Toms River, NJ 08753",http://www.nissan37.com?utm_source=CarGurus&utm_medium=referral,https://www.cargurus.com/details/429165060?resultSetId=18c3df14-89a6-4578-bdbe-58dc4cd0f7f8&searchUuid=68d2cab6-7260-4f31-9ee6-7fbff1ea2681&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=15&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zACcGABsTvUuKADmcAQcAK5dFej1ABykzFBgAEb1ALQA7MzNkzgQ9hiTNQwMU9MQYxAQGN5zA4QkbWDoDKoAUuYAGpcIpABiAEIAFgBazACqSADyAFb6ADuABlZJcgR54qRSsokPp6gBZf6XGr5PJAA
2025 Hyundai Elantra Hybrid,Blue FWD,"Danvers, MA",194 mi away,"$27,240","$27,140",$509/mo est.,KMHLM4DJ5SU159454,HD1717,McGovern Hyundai of Danvers,(978) 643-2140,"24 Newbury St, Danvers, MA 01923",https://www.mcgovernhyundaiofdanvers.com?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/428873612?resultSetId=18c3df14-89a6-4578-bdbe-58dc4cd0f7f8&searchUuid=68d2cab6-7260-4f31-9ee6-7fbff1ea2681&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=16&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zAAcNQDs9gBsGMwkKADmcAQcAK69FehNNaTMUGAARk0AtPXMTVjTOBD2GNMAnAwMM-UQExAQGN7zNYTtHWDoDKoAUuYAGjcIpABiAEIAFgBazACqSAB5ABW+gA7gAZWQ3UEeeKkUrKJD6JoAWSBN3W+TyQA
2025 Nissan Kicks,SR AWD,"Raynham, MA",168 mi away,"$29,760","$27,145",$509/mo est.,3N8AP6DB9SL339669,N50100,Mastria Nissan,(617) 798-9877,"1305 New State Hwy, Raynham, MA 02767",https://www.mastrianissan.com?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/399798632?resultSetId=18c3df14-89a6-4578-bdbe-58dc4cd0f7f8&searchUuid=68d2cab6-7260-4f31-9ee6-7fbff1ea2681&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=17&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpA4AnFUA7FUAHABs9swkKADmcAQcAK69FehNDaTMUGAARk0AtLXMTVjTOBD2GNNVDAwztRATEBAY3vMNhO0dYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfRNACygOuVXyeSAA
2025 Ford Escape,Active AWD,"Medford, MA",183 mi away,"$32,410","$27,175",$509/mo est.,1FMCU9GN1SUB70611,51699,Sentry Ford Lincoln,(781) 506-1571,"4080 Mystic Valley Parkway, Medford, MA 02155",https://www.sentryfordauto.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/425729086?resultSetId=18c3df14-89a6-4578-bdbe-58dc4cd0f7f8&searchUuid=68d2cab6-7260-4f31-9ee6-7fbff1ea2681&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=18&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4AQDszACcWAAcAGwkKADmcAQcAK69FegtTaTMUGAARi0AtHUtWNM4EPYY0-UMDDM1EBMQEBjezMOE7R1g6AyqAFLmABpXCKQAYgBCABYAWswAqkgA8gArfQAdwAMrIrsCPPFSKVlEh9C0ALIAq71fJ5IA
2025 Ford Escape,Active AWD,"Medford, MA",183 mi away,"$32,410","$27,175",$509/mo est.,1FMCU9GN8SUB67835,51684,Sentry Ford Lincoln,(781) 506-1571,"4080 Mystic Valley Parkway, Medford, MA 02155",https://www.sentryfordauto.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/425838401?resultSetId=18c3df14-89a6-4578-bdbe-58dc4cd0f7f8&searchUuid=68d2cab6-7260-4f31-9ee6-7fbff1ea2681&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=19&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4AQAc9jU4WBgkKADmcAQcAK5dFegAbDWkzFBgAEb9ALQA7Mz9WJM4EPYYkwCcDAxT0xBjEBAY3nM1hC2tYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfT9ACygOua3yeSAA
2025 Nissan Kicks,SV AWD,"East Hanover, NJ",24 mi away,"$27,180","$27,180",$510/mo est.,3N8AP6CB8SL400561,SL400561,,,,,https://www.cargurus.com/details/417807530?resultSetId=18c3df14-89a6-4578-bdbe-58dc4cd0f7f8&searchUuid=68d2cab6-7260-4f31-9ee6-7fbff1ea2681&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=20&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4GADsABxYNXj2LigA5nAEHACu3RXoAGx1pMxQYABGAwC0NcwDWFM4EPYYUwCcDAzTNRDjEBAY3nN1hCTtYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfQDACygOua3yeSAA
2025 Hyundai Elantra Hybrid,SEL Sport FWD,"Raynham, MA",168 mi away,"$29,685","$27,185",$510/mo est.,KMHLM4DJ9SU156251,H61317,Route 44 Hyundai,(508) 458-8598,"1094 New State Hwy, Raynham, MA 02767",http://www.route44hyundai.com/search/?q=KMHLM4DJ9SU156251&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/421465557?resultSetId=18c3df14-89a6-4578-bdbe-58dc4cd0f7f8&searchUuid=68d2cab6-7260-4f31-9ee6-7fbff1ea2681&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=21&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4zBg4AGx4jQDsJCgA5nAEHACu3RXodQAcpMxQYABGdQC0Tcx1WFM4EPYYUwCcDAzTTRDjEBAY3nODhK1tYOgMqgBS5gAa1wikAGIAQgAWAFrMAKpIAPIAK30AHcADKya4gjzxUilZRIfR1ACygOua3yeSAA
2025 Nissan Kicks,SR AWD,"Raynham, MA",168 mi away,"$30,030","$27,195",$510/mo est.,3N8AP6DB0SL326695,N50031,Mastria Nissan,(617) 798-9877,"1305 New State Hwy, Raynham, MA 02767",https://www.mastrianissan.com?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/397300219?resultSetId=18c3df14-89a6-4578-bdbe-58dc4cd0f7f8&searchUuid=68d2cab6-7260-4f31-9ee6-7fbff1ea2681&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=22&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpA4AnADs9mzMGFUkKADmcAQcAK5dFegAbAAcpMxQYABG-QC0Ncz9WFM4EPYYU1UMDNM1EOMQEBjec4OELa1g6AyqAFLmABpXCKQAYgBCABYAWswAqkgA8gArfQAdwAMrIrsCPPFSKVlEh9P0ALIAq5VfJ5IA
2025 Nissan Kicks,SR AWD,"Raynham, MA",168 mi away,"$30,115","$27,195",$510/mo est.,3N8AP6DB2SL333969,N50079,Mastria Nissan,(617) 798-9877,"1305 New State Hwy, Raynham, MA 02767",https://www.mastrianissan.com?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/398926570?resultSetId=18c3df14-89a6-4578-bdbe-58dc4cd0f7f8&searchUuid=68d2cab6-7260-4f31-9ee6-7fbff1ea2681&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=23&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpA4AnAAcVcwAbHgA7C4oAOZwBBwArj0V6A01pMxQYABGDQC0zY1YUzgQ9hhTVQwM080Q4xAQGN6NNYQkHWDoDKoAUuYAGpcIpABiAEIAFgBazACqSADyAFb6ADuABlZJcgR54qRSsokPoGgBZf6XKr5PJAA
2025 Nissan Versa,SV FWD,"Baltimore, MD",173 mi away,"$23,050","$20,597",$386/mo est.,3N1CN8EV3SL885031,N250355,Bob Bell Nissan Kia of Baltimore,(844) 280-0085,"7900 Eastern Ave, Baltimore, MD 21224",http://www.bobbellnissan.com/inventory/-3N1CN8EV3SL885031,https://www.cargurus.com/details/434454866?resultSetId=150ec36c-7b2e-4290-b76c-877d5686c28a&searchUuid=85121ceb-3a06-4d00-8154-ac2ff1d402cc&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=1&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49jj4OAAcAGyNJCgA5nAA7BwArj0V6PUEzBiMAEYAtPZgWI0TOKRsE-UYeDgTYFDMEBAYpDj+UDCtbWDoDKoAUuYAGpcIpABiAEIAFgBazACqSADyAFb6ADuABlZJcgR54qRSsokPpGgBZf6XACc+TyQA
2025 Nissan Versa,SV FWD,"Baltimore, MD",173 mi away,"$23,050","$20,597",$386/mo est.,3N1CN8EVXSL896088,N250389,Bob Bell Nissan Kia of Baltimore,(844) 280-0085,"7900 Eastern Ave, Baltimore, MD 21224",http://www.bobbellnissan.com/inventory/-3N1CN8EVXSL896088,https://www.cargurus.com/details/435068420?resultSetId=150ec36c-7b2e-4290-b76c-877d5686c28a&searchUuid=85121ceb-3a06-4d00-8154-ac2ff1d402cc&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=2&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4jlgAbAAcOKwkKADmcADsHACu3RXo9QTMGIwARgC09mB14zikbOP1GHg442BQzBAQGKQ4-lAwLa1g6AyqAFLmABrnCKQAYgBCABYAWswAqkgA8gBW+gB3AAysnOAI88VIpWUSH0tQAsr9zgBOfJ5IA
2025 Nissan Versa,SV FWD,"Baltimore, MD",173 mi away,"$23,050","$20,597",$386/mo est.,3N1CN8EV7SL892855,N250384,Bob Bell Nissan Kia of Baltimore,(844) 280-0085,"7900 Eastern Ave, Baltimore, MD 21224",http://www.bobbellnissan.com/inventory/-3N1CN8EV7SL892855,https://www.cargurus.com/details/435169758?resultSetId=150ec36c-7b2e-4290-b76c-877d5686c28a&searchUuid=85121ceb-3a06-4d00-8154-ac2ff1d402cc&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=3&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA4jhgAbACcAOx4ABwkKADmcI0cAK69FegtBMwYjABGALT2YFi1kzikbJMtGHg4k2BQzBAQGKQ4-lAw7R1g6AyqAFLmABpXCKQAYgBCABYAWswAqkgA8gArfQAdwAMrIrsCPPFSKVlEh9LUALIAq71fJ5IA
2025 Nissan Versa,SV FWD,"Baltimore, MD",173 mi away,"$23,050","$20,597",$386/mo est.,3N1CN8EV1SL903574,N250393,Bob Bell Nissan Kia of Baltimore,(844) 280-0085,"7900 Eastern Ave, Baltimore, MD 21224",http://www.bobbellnissan.com/inventory/-3N1CN8EV1SL903574,https://www.cargurus.com/details/437212639?resultSetId=150ec36c-7b2e-4290-b76c-877d5686c28a&searchUuid=85121ceb-3a06-4d00-8154-ac2ff1d402cc&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=4&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gDszBjMAGz2AJwkKADmcDUcAK69FegAHAT1jABGALT2YFiNkzikbJNDGHg4k2BQzBAQGKQ4-lAw7R1g6AyqAFLmABpXCKQAYgBCABYAWswAqkgA8gArfQAdwAMrIrsCPPFSKVlEh9I0ALIAq4tfJ5IA
2025 Nissan Versa,SV FWD,"Chelmsford, MA",182 mi away,"$22,600","$20,600",$386/mo est.,3N1CN8EV2SL902790,902790,Nissan of Merrimack Valley,(978) 486-7706,"95 Drum Hill Rd, Chelmsford, MA 01824",https://www.nissanofmerrimackvalley.com/catcher.esl?vin=3N1CN8EV2SL902790&utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/437308070?resultSetId=150ec36c-7b2e-4290-b76c-877d5686c28a&searchUuid=85121ceb-3a06-4d00-8154-ac2ff1d402cc&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=5&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gDs9lgAHFg1LigA5nA1HACu3RXoDQTMGIwARgC09mBYAGzjOKRs4w0YeDjjYFDMEBAYpDj+UDAk7WDoDKoAUuYAGpcIpABiAEIAFgBazACqSADyAFb6ADuABlZJcgR54qRSsokPoZgBZf6XACc+TyQA
2025 Nissan Versa,S FWD,"Hadley, MA",125 mi away,"$21,945","$20,603",$386/mo est.,3N1CN8DV4SL862911,N25225,Country Nissan,(413) 553-1430,"40 Russell St, Hadley, MA 01035",http://www.countrynissan.com/?utm_source=cargurus.com&utm_medium=referral&utm_campaign=cargurus_listings,https://www.cargurus.com/details/438707850?resultSetId=150ec36c-7b2e-4290-b76c-877d5686c28a&searchUuid=85121ceb-3a06-4d00-8154-ac2ff1d402cc&sponsoredType=NONE&srpVariation=NEW_CAR_SEARCH&listingIndex=6&inclusionType=DEFAULT&searchZip=10451&searchDistance=200&ourls=SRP&srpc=N4IghgZgxiBcoC8CWAHOICMAGALAVgxABoQATJAZwBcwA7KAUzgCYssSKB7AJyoBEk3BlCpJOtdAEEAygGFiILrwAqATxRNYIAAoAlAJKyAogoC2YAB7buSRnADMeNuxANapAJoMw3FlmZ4HNwoAGo+SGCi4ugAckYA6gD6spK6idJGqbIAEiAAviQiFnCgADZIpHA49gAcAOxYdTVOJCgA5nB1HACu3RXozRjMGIwARgC09mBYAGzjOKRs4zUYeDjjYFDMEBAYpDj+UDCtbWDoDKoAUuYAGpcIpABiAEIAFgBazACqSADyAFb6ADuABlZJcgR54qRSsokPoZgBZf6XACc+TyQA
